Cidades,Estados,Geocode
Alto Araguaia/MT,MT,5100300.0
Alto Boa Vista/MT,MT,5100359.0
Alto Garças/MT,MT,5100409.0
Alto Paraguai/MT,MT,5100508.0
Alto Taquari/MT,MT,5100607.0
Apiacás/MT,MT,5100805.0
Araguaiana/MT,MT,5101001.0
Araguainha/MT,MT,5101209.0
Araputanga/MT,MT,5101258.0
Arenápolis/MT,MT,5101308.0
Aripuanã/MT,MT,5101407.0
Barão de Melgaço/MT,MT,5101605.0
Barra do Bugres/MT,MT,5101704.0
Barra do Garças/MT,MT,5101803.0
Bom Jesus do Araguaia/MT,MT,5101852.0
Brasnorte/MT,MT,5101902.0
Cáceres/MT,MT,5102504.0
Campinápolis/MT,MT,5102603.0
Campo Novo do Parecis/MT,MT,5102637.0
Campo Verde/MT,MT,5102678.0
Campos de Júlio/MT,MT,5102686.0
Canabrava do Norte/MT,MT,5102694.0
Canarana/MT,MT,5102702.0
Carlinda/MT,MT,5102793.0
Castanheira/MT,MT,5102850.0
Chapada dos Guimarães/MT,MT,5103007.0
Cláudia/MT,MT,5103056.0
Cocalinho/MT,MT,5103106.0
Colíder/MT,MT,5103205.0
Colniza/MT,MT,5103254.0
Comodoro/MT,MT,5103304.0
Confresa/MT,MT,5103353.0
Conquista D'Oeste/MT,MT,5103361.0
Cotriguaçu/MT,MT,5103379.0
Cuiabá/MT,MT,5103403.0
Curvelândia/MT,MT,5103437.0
Denise/MT,MT,5103452.0
Diamantino/MT,MT,5103502.0
Dom Aquino/MT,MT,5103601.0
Feliz Natal/MT,MT,5103700.0
Figueirópolis D'Oeste/MT,MT,5103809.0
Gaúcha do Norte/MT,MT,5103858.0
General Carneiro/MT,MT,5103908.0
Glória D'Oeste/MT,MT,5103957.0
Guarantã do Norte/MT,MT,5104104.0
Guiratinga/MT,MT,5104203.0
Indiavaí/MT,MT,5104500.0
Ipiranga do Norte/MT,MT,5104526.0
Itanhangá/MT,MT,5104542.0
Itaúba/MT,MT,5104559.0
Itiquira/MT,MT,5104609.0
Jaciara/MT,MT,5104807.0
Jangada/MT,MT,5104906.0
Jauru/MT,MT,5105002.0
Juara/MT,MT,5105101.0
Juína/MT,MT,5105150.0
Juruena/MT,MT,5105176.0
Juscimeira/MT,MT,5105200.0
Lambari D'Oeste/MT,MT,5105234.0
Lucas do Rio Verde/MT,MT,5105259.0
Luciara/MT,MT,5105309.0
Vila Bela da Santíssima Trindade/MT,MT,5105507.0
Marcelândia/MT,MT,5105580.0
Matupá/MT,MT,5105606.0
Mirassol d'Oeste/MT,MT,5105622.0
Nobres/MT,MT,5105903.0
Nortelândia/MT,MT,5106000.0
Nossa Senhora do Livramento/MT,MT,5106109.0
Nova Bandeirantes/MT,MT,5106158.0
Nova Nazaré/MT,MT,5106174.0
Nova Lacerda/MT,MT,5106182.0
Nova Santa Helena/MT,MT,5106190.0
Nova Brasilândia/MT,MT,5106208.0
Nova Canaã do Norte/MT,MT,5106216.0
Nova Mutum/MT,MT,5106224.0
Nova Olímpia/MT,MT,5106232.0
Nova Ubiratã/MT,MT,5106240.0
Nova Xavantina/MT,MT,5106257.0
Novo Mundo/MT,MT,5106265.0
Novo Horizonte do Norte/MT,MT,5106273.0
Novo São Joaquim/MT,MT,5106281.0
Paranaíta/MT,MT,5106299.0
Paranatinga/MT,MT,5106307.0
Novo Santo Antônio/MT,MT,5106315.0
Pedra Preta/MT,MT,5106372.0
Peixoto de Azevedo/MT,MT,5106422.0
Planalto da Serra/MT,MT,5106455.0
Poconé/MT,MT,5106505.0
Ponte Branca/MT,MT,5106703.0
Pontes e Lacerda/MT,MT,5106752.0
Porto Alegre do Norte/MT,MT,5106778.0
Porto dos Gaúchos/MT,MT,5106802.0
Porto Esperidião/MT,MT,5106828.0
Porto Estrela/MT,MT,5106851.0
Poxoréu/MT,MT,5107008.0
Primavera do Leste/MT,MT,5107040.0
Querência/MT,MT,5107065.0
São José dos Quatro Marcos/MT,MT,5107107.0
Reserva do Cabaçal/MT,MT,5107156.0
Ribeirão Cascalheira/MT,MT,5107180.0
Ribeirãozinho/MT,MT,5107198.0
Rio Branco/MT,MT,5107206.0
Santa Carmem/MT,MT,5107248.0
Santo Afonso/MT,MT,5107263.0
São José do Povo/MT,MT,5107297.0
São José do Rio Claro/MT,MT,5107305.0
São José do Xingu/MT,MT,5107354.0
São Pedro da Cipa/MT,MT,5107404.0
Rondolândia/MT,MT,5107578.0
Rondonópolis/MT,MT,5107602.0
Rosário Oeste/MT,MT,5107701.0
Santa Cruz do Xingu/MT,MT,5107743.0
Salto do Céu/MT,MT,5107750.0
Santa Rita do Trivelato/MT,MT,5107768.0
Santa Terezinha/MT,MT,5107776.0
Santo Antônio do Leste/MT,MT,5107792.0
Santo Antônio do Leverger/MT,MT,5107800.0
São Félix do Araguaia/MT,MT,5107859.0
Sapezal/MT,MT,5107875.0
Serra Nova Dourada/MT,MT,5107883.0
Sinop/MT,MT,5107909.0
Sorriso/MT,MT,5107925.0
Tabaporã/MT,MT,5107941.0
Tangará da Serra/MT,MT,5107958.0
Tapurah/MT,MT,5108006.0
Terra Nova do Norte/MT,MT,5108055.0
Tesouro/MT,MT,5108105.0
Torixoréu/MT,MT,5108204.0
União do Sul/MT,MT,5108303.0
Vale de São Domingos/MT,MT,5108352.0
Várzea Grande/MT,MT,5108402.0
Vera/MT,MT,5108501.0
Vila Rica/MT,MT,5108600.0
Nova Marilândia/MT,MT,5108857.0
Nova Maringá/MT,MT,5108907.0
Nova Monte Verde/MT,MT,5108956.0
Abadia de Goiás/GO,GO,5200050.0
Abadiânia/GO,GO,5200100.0
Acreúna/GO,GO,5200134.0
Adelândia/GO,GO,5200159.0
Água Fria de Goiás/GO,GO,5200175.0
Água Limpa/GO,GO,5200209.0
Águas Lindas de Goiás/GO,GO,5200258.0
Alexânia/GO,GO,5200308.0
Alto Horizonte/GO,GO,5200555.0
Alto Paraíso de Goiás/GO,GO,5200605.0
Alvorada do Norte/GO,GO,5200803.0
Americano do Brasil/GO,GO,5200852.0
Amorinópolis/GO,GO,5200902.0
Anápolis/GO,GO,5201108.0
Anhanguera/GO,GO,5201207.0
Anicuns/GO,GO,5201306.0
Aparecida de Goiânia/GO,GO,5201405.0
Aparecida do Rio Doce/GO,GO,5201454.0
Araçu/GO,GO,5201603.0
Aragarças/GO,GO,5201702.0
Aragoiânia/GO,GO,5201801.0
Araguapaz/GO,GO,5202155.0
Arenópolis/GO,GO,5202353.0
Aruanã/GO,GO,5202502.0
Aurilândia/GO,GO,5202601.0
Avelinópolis/GO,GO,5202809.0
Baliza/GO,GO,5203104.0
Barro Alto/GO,GO,5203203.0
Bela Vista de Goiás/GO,GO,5203302.0
Bom Jardim de Goiás/GO,GO,5203401.0
Bom Jesus de Goiás/GO,GO,5203500.0
Bonfinópolis/GO,GO,5203559.0
Bonópolis/GO,GO,5203575.0
Brazabrantes/GO,GO,5203609.0
Britânia/GO,GO,5203807.0
Buriti Alegre/GO,GO,5203906.0
Buriti de Goiás/GO,GO,5203939.0
Cabeceiras/GO,GO,5204003.0
Cachoeira Alta/GO,GO,5204102.0
Cachoeira de Goiás/GO,GO,5204201.0
Cachoeira Dourada/GO,GO,5204250.0
Caçu/GO,GO,5204300.0
Caiapônia/GO,GO,5204409.0
Caldas Novas/GO,GO,5204508.0
Campestre de Goiás/GO,GO,5204607.0
Campinaçu/GO,GO,5204656.0
Campinorte/GO,GO,5204706.0
Campo Alegre de Goiás/GO,GO,5204805.0
Campo Limpo de Goiás/GO,GO,5204854.0
Campos Belos/GO,GO,5204904.0
Campos Verdes/GO,GO,5204953.0
Carmo do Rio Verde/GO,GO,5205000.0
Castelândia/GO,GO,5205059.0
Catalão/GO,GO,5205109.0
Caturaí/GO,GO,5205208.0
Cavalcante/GO,GO,5205307.0
Ceres/GO,GO,5205406.0
Cezarina/GO,GO,5205455.0
Chapadão do Céu/GO,GO,5205471.0
Cidade Ocidental/GO,GO,5205497.0
Cocalzinho de Goiás/GO,GO,5205513.0
Colinas do Sul/GO,GO,5205521.0
Córrego do Ouro/GO,GO,5205703.0
Corumbá de Goiás/GO,GO,5205802.0
Corumbaíba/GO,GO,5205901.0
Cristalina/GO,GO,5206206.0
Cristianópolis/GO,GO,5206305.0
Crixás/GO,GO,5206404.0
Cromínia/GO,GO,5206503.0
Cumari/GO,GO,5206602.0
Damianópolis/GO,GO,5206701.0
Damolândia/GO,GO,5206800.0
Davinópolis/GO,GO,5206909.0
Diorama/GO,GO,5207105.0
Doverlândia/GO,GO,5207253.0
Edealina/GO,GO,5207352.0
Edéia/GO,GO,5207402.0
Estrela do Norte/GO,GO,5207501.0
Faina/GO,GO,5207535.0
Fazenda Nova/GO,GO,5207600.0
Firminópolis/GO,GO,5207808.0
Flores de Goiás/GO,GO,5207907.0
Formosa/GO,GO,5208004.0
Formoso/GO,GO,5208103.0
Gameleira de Goiás/GO,GO,5208152.0
Divinópolis de Goiás/GO,GO,5208301.0
Goianápolis/GO,GO,5208400.0
Goiandira/GO,GO,5208509.0
Goianésia/GO,GO,5208608.0
Goiânia/GO,GO,5208707.0
Goianira/GO,GO,5208806.0
Goiás/GO,GO,5208905.0
Goiatuba/GO,GO,5209101.0
Gouvelândia/GO,GO,5209150.0
Guapó/GO,GO,5209200.0
Guarani de Goiás/GO,GO,5209408.0
Guarinos/GO,GO,5209457.0
Heitoraí/GO,GO,5209606.0
Hidrolândia/GO,GO,5209705.0
Hidrolina/GO,GO,5209804.0
Iaciara/GO,GO,5209903.0
Inaciolândia/GO,GO,5209937.0
Indiara/GO,GO,5209952.0
Inhumas/GO,GO,5210000.0
Ipameri/GO,GO,5210109.0
Ipiranga de Goiás/GO,GO,5210158.0
Iporá/GO,GO,5210208.0
Israelândia/GO,GO,5210307.0
Itaberaí/GO,GO,5210406.0
Itaguari/GO,GO,5210562.0
Itaguaru/GO,GO,5210604.0
Itajá/GO,GO,5210802.0
Itapaci/GO,GO,5210901.0
Itapirapuã/GO,GO,5211008.0
Itapuranga/GO,GO,5211206.0
Itarumã/GO,GO,5211305.0
Itauçu/GO,GO,5211404.0
Itumbiara/GO,GO,5211503.0
Ivolândia/GO,GO,5211602.0
Jandaia/GO,GO,5211701.0
Jaraguá/GO,GO,5211800.0
Jataí/GO,GO,5211909.0
Jaupaci/GO,GO,5212006.0
Jesúpolis/GO,GO,5212055.0
Joviânia/GO,GO,5212105.0
Jussara/GO,GO,5212204.0
Leopoldo de Bulhões/GO,GO,5212303.0
Luziânia/GO,GO,5212501.0
Mairipotaba/GO,GO,5212600.0
Mambaí/GO,GO,5212709.0
Mara Rosa/GO,GO,5212808.0
Marzagão/GO,GO,5212907.0
Matrinchã/GO,GO,5212956.0
Maurilândia/GO,GO,5213004.0
Mimoso de Goiás/GO,GO,5213053.0
Minaçu/GO,GO,5213087.0
Mineiros/GO,GO,5213103.0
Moiporá/GO,GO,5213400.0
Monte Alegre de Goiás/GO,GO,5213509.0
Montes Claros de Goiás/GO,GO,5213707.0
Montividiu/GO,GO,5213756.0
Montividiu do Norte/GO,GO,5213772.0
Morrinhos/GO,GO,5213806.0
Morro Agudo de Goiás/GO,GO,5213855.0
Mossâmedes/GO,GO,5213905.0
Mozarlândia/GO,GO,5214002.0
Mundo Novo/GO,GO,5214051.0
Mutunópolis/GO,GO,5214101.0
Nazário/GO,GO,5214408.0
Nerópolis/GO,GO,5214507.0
Niquelândia/GO,GO,5214606.0
Nova América/GO,GO,5214705.0
Nova Aurora/GO,GO,5214804.0
Nova Crixás/GO,GO,5214838.0
Nova Glória/GO,GO,5214861.0
Nova Iguaçu de Goiás/GO,GO,5214879.0
Nova Roma/GO,GO,5214903.0
Nova Veneza/GO,GO,5215009.0
Novo Brasil/GO,GO,5215207.0
Novo Gama/GO,GO,5215231.0
Novo Planalto/GO,GO,5215256.0
Orizona/GO,GO,5215306.0
Ouro Verde de Goiás/GO,GO,5215405.0
Ouvidor/GO,GO,5215504.0
Padre Bernardo/GO,GO,5215603.0
Palestina de Goiás/GO,GO,5215652.0
Palmeiras de Goiás/GO,GO,5215702.0
Palmelo/GO,GO,5215801.0
Palminópolis/GO,GO,5215900.0
Panamá/GO,GO,5216007.0
Paranaiguara/GO,GO,5216304.0
Paraúna/GO,GO,5216403.0
Perolândia/GO,GO,5216452.0
Petrolina de Goiás/GO,GO,5216809.0
Pilar de Goiás/GO,GO,5216908.0
Piracanjuba/GO,GO,5217104.0
Piranhas/GO,GO,5217203.0
Pirenópolis/GO,GO,5217302.0
Pires do Rio/GO,GO,5217401.0
Planaltina/GO,GO,5217609.0
Pontalina/GO,GO,5217708.0
Porangatu/GO,GO,5218003.0
Porteirão/GO,GO,5218052.0
Portelândia/GO,GO,5218102.0
Posse/GO,GO,5218300.0
Professor Jamil/GO,GO,5218391.0
Quirinópolis/GO,GO,5218508.0
Rialma/GO,GO,5218607.0
Rianápolis/GO,GO,5218706.0
Rio Quente/GO,GO,5218789.0
Rio Verde/GO,GO,5218805.0
Rubiataba/GO,GO,5218904.0
Sanclerlândia/GO,GO,5219001.0
Santa Bárbara de Goiás/GO,GO,5219100.0
Santa Cruz de Goiás/GO,GO,5219209.0
Santa Fé de Goiás/GO,GO,5219258.0
Santa Helena de Goiás/GO,GO,5219308.0
Santa Isabel/GO,GO,5219357.0
Santa Rita do Araguaia/GO,GO,5219407.0
Santa Rita do Novo Destino/GO,GO,5219456.0
Santa Rosa de Goiás/GO,GO,5219506.0
Santa Tereza de Goiás/GO,GO,5219605.0
Santa Terezinha de Goiás/GO,GO,5219704.0
Santo Antônio da Barra/GO,GO,5219712.0
Santo Antônio de Goiás/GO,GO,5219738.0
Santo Antônio do Descoberto/GO,GO,5219753.0
São Domingos/GO,GO,5219803.0
São Francisco de Goiás/GO,GO,5219902.0
São João d'Aliança/GO,GO,5220009.0
São João da Paraúna/GO,GO,5220058.0
São Luís de Montes Belos/GO,GO,5220108.0
São Luiz do Norte/GO,GO,5220157.0
São Miguel do Araguaia/GO,GO,5220207.0
São Simão/GO,GO,5220405.0
Senador Canedo/GO,GO,5220454.0
Serranópolis/GO,GO,5220504.0
Silvânia/GO,GO,5220603.0
Simolândia/GO,GO,5220686.0
Sítio d'Abadia/GO,GO,5220702.0
Taquaral de Goiás/GO,GO,5221007.0
Teresina de Goiás/GO,GO,5221080.0
Terezópolis de Goiás/GO,GO,5221197.0
Três Ranchos/GO,GO,5221304.0
Trindade/GO,GO,5221403.0
Trombas/GO,GO,5221452.0
Turvânia/GO,GO,5221502.0
Turvelândia/GO,GO,5221551.0
Uirapuru/GO,GO,5221577.0
Uruaçu/GO,GO,5221601.0
Uruana/GO,GO,5221700.0
Urutaí/GO,GO,5221809.0
Valparaíso de Goiás/GO,GO,5221858.0
Varjão/GO,GO,5221908.0
Vianópolis/GO,GO,5222005.0
Vicentinópolis/GO,GO,5222054.0
Vila Boa/GO,GO,5222203.0
Vila Propício/GO,GO,5222302.0
Brasília/DF,DF,5300108.0
